0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y
-226.104409,-322.998914,-226.359280,-363.986633,-227.633633,-380.025306,-226.614151,-310.269808,-222.791091,-304.414420
-223.810574,-316.634361,-223.555703,-362.713723,-225.084927,-376.715738,-223.045962,-305.178166,-220.497256,-297.031539
-221.006997,-310.524391,-221.006997,-357.622080,-221.516738,-374.679082,-221.261868,-296.267793,-217.693679,-289.394076
-217.948549,-304.669002,-218.713161,-356.094588,-219.222902,-373.151589,-217.438808,-292.449061,-215.144972,-280.992866
-215.399843,-301.868599,-214.890102,-350.493781,-216.164455,-370.860350,-215.654714,-286.593672,-211.576784,-273.609985
-212.596266,-293.721971,-212.086525,-348.457125,-213.615749,-367.805365,-211.831654,-282.774941,-209.792689,-265.208775
-209.537819,-291.939897,-209.792689,-341.328826,-210.047560,-366.277872,-210.047560,-277.683299,-205.969630,-256.552984
-206.734242,-285.829926,-205.969630,-335.218855,-208.008595,-362.968305,-206.224500,-273.100821,-203.930665,-248.915521
-204.185535,-284.302433,-204.440406,-329.363466,-203.930665,-360.422484,-203.930665,-268.518343,-200.872217,-239.241401
-201.636829,-279.974538,-200.617347,-322.998914,-202.911182,-356.094588,-201.127088,-261.644626,-198.833252,-232.113102
-197.558899,-279.210791,-198.578381,-316.379779,-199.088123,-353.548767,-198.578381,-255.280073,-195.010193,-221.929817
-196.539416,-275.392060,-195.519934,-308.996898,-197.049158,-346.929632,-195.010193,-246.369700,-193.480969,-214.801518
-192.461486,-271.827910,-193.480969,-305.178166,-193.480969,-342.347154,-192.971228,-240.005147,-189.912780,-204.363652
-190.422521,-268.009179,-189.403039,-299.831942,-191.696874,-334.709691,-190.167651,-232.622266,-187.364074,-197.999099
-187.109203,-264.445029,-187.873815,-295.249464,-187.873815,-327.835974,-187.109203,-225.493967,-184.050756,-186.797486
-185.325109,-259.353387,-184.560497,-291.939897,-186.344591,-321.471421,-184.305626,-219.893160,-182.776402,-178.905441
-181.247179,-251.206760,-181.247179,-289.648658,-182.776402,-313.070212,-181.756920,-214.546936,-178.188731,-168.976739
-178.953343,-246.624282,-178.698472,-286.084508,-180.737437,-308.742316,-179.208214,-209.455294,-176.404637,-160.575529
-175.894895,-237.968490,-177.169249,-285.066180,-176.914378,-303.141509,-176.149766,-203.345323,-173.346189,-150.392245
-173.855930,-232.367684,-173.091319,-282.265777,-174.620542,-298.559031,-173.601060,-200.290338,-171.307224,-141.991036
-171.052353,-224.730220,-171.052353,-280.992866,-171.307224,-295.249464,-170.797483,-196.980771,-168.248777,-131.553169
-168.503647,-218.365668,-168.503647,-278.447045,-169.268259,-291.685315,-167.993906,-192.907457,-165.700070,-124.170288
-165.190329,-212.001115,-165.190329,-274.882896,-166.209812,-288.121165,-164.935458,-190.107054,-162.896493,-114.241586
-163.151364,-205.381980,-162.896493,-274.628313,-164.170846,-286.848255,-162.641623,-187.815815,-160.602658,-106.604123
-160.347787,-204.618234,-159.838046,-270.300418,-160.347787,-286.339090,-159.328305,-185.269994,-157.034469,-95.657092
-157.034469,-199.272010,-157.289339,-271.064164,-158.563693,-283.538687,-157.799081,-181.705844,-154.230892,-91.329196
-154.485763,-197.235353,-154.230892,-264.445029,-155.250374,-282.265777,-153.721151,-176.359620,-152.191927,-77.836345
-152.191927,-193.671203,-152.191927,-260.880880,-152.956539,-278.701627,-151.937056,-173.813799,-149.388350,-72.235538
-148.623738,-193.925785,-149.133479,-253.752581,-149.643221,-278.956209,-148.623738,-166.685500,-146.329902,-59.761015
-146.584773,-190.616218,-146.584773,-248.151774,-148.623738,-273.609985,-146.839644,-158.793455,-144.036067,-57.215194
-144.036067,-189.852472,-143.781196,-241.532639,-144.545808,-273.609985,-143.016584,-152.938066,-141.232490,-45.504417
-140.977619,-186.542904,-140.977619,-232.367684,-141.997102,-270.300418,-141.997102,-143.518528,-138.174042,-38.376118
-138.428913,-185.524576,-138.174042,-229.567280,-139.448395,-267.500014,-137.664301,-139.190632,-135.370465,-35.321133
-135.625336,-180.432934,-135.625336,-220.911489,-136.644818,-264.445029,-135.880207,-128.498184,-133.331500,-29.974908
-132.821759,-179.160023,-133.331500,-216.583593,-133.331500,-260.626298,-132.312018,-126.206945,-130.018182,-29.465744
-129.508441,-174.068381,-130.273053,-209.709876,-131.292535,-257.825894,-130.782794,-119.333228,-127.724346,-23.355774
-127.724346,-170.758814,-127.214605,-208.182383,-128.488958,-250.952177,-127.214605,-117.551153,-125.175640,-25.137848
-124.411028,-166.430918,-125.430511,-204.109070,-125.685381,-249.679267,-124.920770,-113.477840,-122.117193,-19.027878
-122.626934,-161.593858,-121.607451,-201.563249,-123.391546,-240.259729,-122.117193,-109.659108,-120.333098,-21.828281
-119.568486,-157.520544,-120.333098,-199.272010,-120.842839,-238.223072,-119.568486,-108.386197,-116.764909,-18.009549
-117.529521,-151.919738,-116.255168,-197.235353,-118.039263,-229.058116,-116.764909,-105.840376,-114.980815,-20.046206
-113.196721,-148.355588,-114.725944,-195.453278,-115.235686,-225.748549,-113.961332,-103.803720,-111.922367,-17.500385
-112.177238,-143.009364,-110.902885,-192.907457,-112.432109,-217.601921,-111.412626,-100.494152,-109.883402,-17.245803
-108.354179,-138.936050,-109.373661,-192.398293,-110.138273,-214.546936,-108.863920,-100.494152,-106.060343,-15.972893
-106.570084,-132.826080,-105.550602,-188.324979,-107.844437,-208.182383,-105.805472,-95.657092,-104.531119,-15.718310
-103.256766,-127.989020,-104.021378,-187.815815,-104.531119,-204.363652,-103.511637,-94.638764,-101.472672,-15.718310
-102.237283,-123.915706,-100.708060,-184.251665,-101.982413,-197.999099,-100.708060,-92.347525,-98.923965,-14.699982
-97.649612,-119.078646,-98.159353,-184.251665,-98.923965,-193.162039,-98.669095,-91.329196,-95.355776,-13.427071
-96.375259,-115.259914,-95.865518,-179.923770,-97.139871,-190.361636,-95.610647,-87.255883,-94.336294,-13.427071
-93.316811,-111.441183,-93.316811,-179.923770,-94.081423,-186.033740,-92.807070,-86.746718,-90.258364,-12.663325
-90.513235,-108.131615,-90.003493,-177.377948,-91.277846,-183.997083,-90.003493,-81.400494,-88.474269,-12.154161
-87.454787,-105.585794,-87.964528,-176.105038,-88.984011,-180.687516,-87.454787,-79.363837,-85.160951,-10.881250
-85.925563,-102.785391,-85.160951,-172.540888,-85.415822,-177.123366,-85.160951,-74.526777,-83.376857,-12.663325
-82.612245,-101.512481,-82.357374,-164.648843,-83.376857,-173.813799,-81.847633,-69.944299,-79.553797,-11.644997
-80.063539,-101.003316,-79.808668,-165.921754,-81.083021,-168.467575,-80.063539,-64.852657,-78.279444,-12.408743
-77.005091,-98.712077,-77.514832,-157.011380,-78.534315,-164.903425,-76.240479,-58.997269,-74.201514,-9.099176
-74.711255,-98.966659,-74.456385,-154.974723,-75.475867,-157.520544,-74.711255,-54.669373,-72.672290,-12.408743
-72.162549,-95.402510,-71.907679,-145.809767,-73.436902,-153.701813,-72.162549,-50.086895,-69.358972,-10.372086
-68.594360,-93.875017,-69.104102,-142.754782,-70.378455,-143.518528,-69.358972,-41.685685,-67.320007,-11.644997
-66.045654,-92.092943,-66.810266,-132.826080,-67.574878,-139.445215,-66.045654,-38.885282,-64.516430,-9.353758
-64.006689,-89.547121,-63.496948,-127.989020,-65.281042,-130.025677,-64.261560,-31.247819,-62.477465,-10.881250
-61.967724,-87.001300,-60.948241,-120.096974,-62.477465,-125.697781,-60.438500,-31.502401,-59.419018,-8.844594
-58.144665,-81.400494,-59.164147,-113.477840,-59.928759,-117.041989,-58.909276,-24.628684,-56.615441,-10.372086
-56.105700,-78.600091,-55.341088,-108.640780,-57.125182,-111.695765,-55.595958,-24.374102,-53.556993,-9.862922
-53.556993,-74.017613,-54.321605,-102.276227,-54.321605,-105.585794,-53.302123,-19.537042,-51.772899,-9.862922
-51.518028,-69.944299,-50.753416,-99.475824,-51.772899,-100.239570,-50.753416,-20.046206,-48.969322,-9.353758
-47.694969,-65.361821,-48.459581,-94.129599,-49.988804,-94.384182,-48.204710,-19.027878,-46.420616,-9.862922
-46.165745,-60.270179,-45.401133,-91.329196,-46.165745,-87.255883,-45.656004,-15.718310,-44.126780,-9.099176
-42.597556,-55.942283,-43.362168,-84.964644,-44.126780,-80.891330,-42.852427,-16.991221,-41.068332,-8.844594
-40.558591,-50.086895,-39.793979,-81.655076,-41.068332,-74.017613,-40.303720,-13.936236,-38.264755,-8.590011
-37.500144,-46.522745,-37.755014,-75.545106,-39.539109,-67.398478,-37.245273,-16.736639,-36.480661,-8.844594
-35.716049,-40.667357,-34.951437,-69.944299,-35.461179,-60.015597,-34.696567,-11.899579,-33.422213,-8.844594
-32.402731,-37.357790,-32.912472,-63.834329,-33.931955,-53.141880,-32.402731,-13.427071,-30.618637,-7.826265
-30.363766,-32.775312,-29.344283,-57.215194,-31.128378,-46.013581,-29.599154,-11.135832,-28.834542,-8.590011
-26.540706,-27.683669,-27.560189,-51.105223,-28.579672,-38.630700,-27.050448,-13.427071,-25.266353,-7.826265
-25.011483,-25.137848,-24.501741,-42.704014,-26.030965,-33.284476,-25.011483,-10.626668,-23.737130,-8.844594
-22.462776,-21.573699,-21.698165,-39.139864,-23.227388,-26.410759,-21.188423,-11.644997,-20.423811,-7.826265
-19.659199,-19.282460,-19.149458,-31.502401,-20.423811,-24.119520,-19.914070,-9.862922,-18.129976,-8.590011
-16.345881,-16.227475,-17.110493,-28.447416,-17.365364,-18.518714,-16.345881,-10.372086,-14.816658,-8.590011
-14.306916,-16.227475,-13.797175,-22.337445,-15.326399,-18.009549,-14.816658,-9.608340,-13.287434,-7.826265
-11.758210,-10.626668,-11.758210,-18.264131,-12.522822,-15.463728,-10.993598,-10.372086,-9.464374,-8.080847
-8.954633,-11.899579,-8.954633,-14.954564,-9.974116,-12.663325,-9.719245,-8.844594,-7.935150,-7.826265
-6.915668,-8.844594,-5.896185,-11.644997,-7.680280,-10.881250,-5.896185,-9.099176,-4.366962,-7.826265
-4.112091,-9.353758,-4.366962,-7.826265,-5.131574,-8.590011,-3.857220,-8.844594,-2.582867,-6.807937
-1.053643,-6.298772,-0.798773,-3.243787,-1.818255,-7.317101,-1.308514,-7.317101,1.240192,-8.335429
1.749933,-6.298772,0.985322,-0.697966,0.475580,-5.535026,1.749933,-8.080847,2.259675,-7.062519
3.788898,-5.789608,4.298640,5.412004,2.769416,-3.498369,4.298640,-5.789608,5.318122,-7.826265
7.357087,-4.262116,6.337605,7.957826,5.063252,-0.443384,6.847346,-7.826265,8.376570,-8.080847
8.886311,-2.225459,9.905794,14.067796,7.866829,2.357019,8.631440,-5.789608,10.670405,-7.826265
12.199629,1.084109,11.180147,18.650274,10.925276,6.684915,12.454500,-7.571683,12.454500,-7.826265
14.493465,-0.443384,14.748336,24.760245,13.473982,7.703243,14.493465,-5.025862,16.022689,-6.298772
17.297042,6.175751,17.551912,30.106469,15.512947,13.813214,17.297042,-6.553355,18.061654,-8.080847
19.081136,3.375348,19.845748,36.725604,19.081136,16.868199,19.336007,-5.535026,20.865231,-4.771280
22.649325,11.267393,21.629843,42.071828,20.865231,22.723588,22.394454,-5.789608,24.178549,-7.826265
24.178549,9.994482,25.452902,49.200127,24.433419,27.306066,24.433419,-5.025862,26.217514,-4.516698
28.001608,17.631946,26.982126,56.073844,25.962643,33.925200,28.001608,-2.734623,28.766220,-8.080847
29.275961,17.631946,30.040573,60.401740,30.295444,39.526007,29.785703,-4.262116,31.569797,-4.516698
32.589280,24.505663,33.099021,64.729635,31.314926,46.654306,32.844150,-1.461712,33.863633,-8.080847
35.137986,29.088140,35.137986,69.821278,34.628245,53.528023,34.883115,-4.262116,36.157468,-6.298772
38.451304,35.452693,37.686692,73.130845,37.431822,59.892575,37.941563,1.338691,39.215916,-7.571683
39.980528,42.071828,40.490269,77.204159,39.470787,69.566695,40.235399,-2.989205,42.019493,-6.298772
42.784105,47.672634,43.293846,79.749980,42.019493,73.894591,43.803587,2.866183,44.823070,-5.789608
45.842552,54.037187,45.332811,84.587040,45.077940,83.823293,46.097423,-1.970877,46.607164,-6.298772
48.136388,57.855919,49.155871,87.642025,47.626647,89.169518,48.901000,4.902840,49.920482,-5.280444
50.939965,62.183814,50.175353,92.988249,49.920482,98.079891,51.194836,0.574944,51.449706,-6.553355
53.488671,67.530039,53.743542,97.061563,52.469189,104.953608,53.743542,7.703243,55.017895,-5.025862
55.782507,70.075860,55.782507,104.189862,55.017895,113.863982,56.292248,8.721572,56.801989,-6.553355
59.095825,72.621681,59.095825,107.499429,57.566601,121.501445,59.095825,11.267393,59.605566,-4.771280
60.879920,73.894591,60.879920,114.373146,60.625049,128.884326,61.389661,14.322378,61.644531,-7.062519
63.428626,77.713323,63.938367,119.464789,63.173755,134.994297,64.193238,17.122781,64.957850,-4.771280
66.996815,78.222487,66.232203,125.574759,64.702979,140.849686,66.487073,21.196095,67.251685,-5.789608
68.780909,81.277472,69.290650,130.157237,68.526038,145.941328,69.035780,24.251080,70.310133,-5.025862
71.839357,81.786637,71.584486,135.758043,70.565003,151.032970,72.349098,28.578976,72.858839,-4.771280
73.623451,83.823293,74.388063,140.595103,73.623451,153.833373,73.878322,32.652290,75.152675,-4.007533
76.681899,85.096204,76.936769,144.413835,74.642934,158.161269,77.701381,36.725604,77.956252,-1.970877
79.740346,86.878279,79.485475,149.760059,78.975734,158.415851,78.720864,41.817246,80.759829,-4.007533
82.289052,88.405771,82.289052,151.796716,80.504958,164.780404,82.543923,46.145142,83.053664,-2.480041
84.328017,89.933264,84.073147,155.360866,84.073147,164.780404,84.073147,52.255112,84.837759,-2.734623
87.131594,92.733667,87.896206,157.397522,85.857241,168.853717,87.131594,55.055515,88.915689,-2.480041
89.680301,95.024906,89.425430,160.961672,88.151077,170.126628,89.425430,59.128829,89.935171,-2.989205
91.974136,97.570727,92.993619,164.016657,91.464395,173.436195,92.738748,62.947561,93.503360,-1.461712
94.522843,99.607384,94.013101,166.053314,94.013101,175.472852,95.032584,66.511710,95.542325,-0.952548
96.816678,105.717355,97.836161,168.344553,96.561808,177.509509,97.581290,70.839606,98.600773,-3.243787
100.639738,106.226519,99.620255,170.381210,99.110514,180.055330,100.129996,72.621681,99.875126,2.866183
102.168962,113.609400,103.188444,172.927031,101.659220,183.110315,102.168962,77.204159,103.953056,-1.461712
105.227409,114.118564,105.482280,173.436195,104.207927,186.165301,105.737150,80.004562,105.737150,4.648258
107.776115,120.483117,108.030986,177.254927,106.501762,187.183629,107.266374,82.804965,108.795598,-1.461712
110.324822,123.538102,110.324822,176.236598,108.795598,191.002361,110.834563,83.823293,111.344304,5.666587
112.618657,129.648073,112.873528,180.564494,112.618657,193.802764,112.363787,87.896607,114.147881,-1.207130
115.167364,134.994297,115.677105,178.273255,113.638140,199.403570,115.677105,88.405771,115.931976,6.175751
117.970941,140.340521,117.970941,182.601151,117.461199,200.931063,117.716070,92.224503,118.990423,-0.443384
120.774517,146.195910,121.539129,181.582823,119.245294,210.096019,120.774517,92.988249,121.539129,7.957826
123.578094,149.505477,123.068353,184.128644,122.048871,211.114347,122.558612,97.316145,123.578094,2.357019
125.617059,155.870030,126.381671,186.929047,124.342706,219.260975,125.871930,100.116548,127.401154,10.503647
128.420636,158.415851,128.420636,190.747779,127.910895,224.352617,128.420636,106.226519,128.165766,12.285721
130.204731,162.489165,131.733955,193.293600,129.440119,229.698841,130.969343,111.318161,131.988825,17.886528
134.282661,166.817060,132.753437,200.421899,132.498566,235.808811,133.772920,117.428132,133.263178,23.232752
135.811885,168.089971,136.066755,208.823108,135.047273,239.882125,135.047273,124.811013,136.831367,25.269409
138.870332,171.144956,138.870332,211.368929,137.850850,246.755842,138.870332,129.138909,137.850850,33.925200
140.654427,173.436195,141.164168,220.279303,140.144685,247.265006,140.909297,137.285536,141.928780,36.471022
143.967745,175.218270,143.458004,224.861781,143.458004,253.374977,144.477486,141.613432,143.712874,45.635977
146.516451,176.491181,146.516451,231.480916,145.242098,256.429962,145.751839,146.959656,147.026192,48.181798
148.300545,179.800748,148.555416,237.336304,147.790804,260.248694,149.065157,152.051298,148.555416,58.365083
152.123605,180.309912,151.104122,242.173364,151.104122,261.267022,151.613864,154.087955,151.613864,64.475053
153.143087,184.383226,154.417441,248.792499,152.123605,263.049097,153.907699,159.943344,153.652829,71.603352
156.201535,185.656136,155.946664,250.319992,155.946664,264.067425,156.711276,163.507493,157.221018,81.532055
158.495371,190.238614,159.259983,255.666216,157.475888,265.340336,158.495371,167.580807,159.259983,86.878279
162.063559,192.784435,161.553818,254.902470,161.044077,266.104082,162.063559,170.635792,161.298948,97.061563
163.337913,198.894406,164.612266,260.757858,162.318430,268.140739,163.847654,175.218270,165.122007,103.935280
167.160972,202.967720,166.396360,258.975783,165.886619,269.668232,167.415843,177.764091,166.396360,113.354818
168.690196,208.823108,168.945066,263.558261,167.670713,270.941142,168.435325,181.837405,169.709678,121.501445
171.748643,215.442243,171.493773,263.558261,170.474290,274.250710,172.003514,184.383226,171.238902,131.175565
174.042479,220.279303,174.042479,266.104082,173.277867,275.523620,174.297350,186.674465,175.061962,138.813029
176.591185,229.189677,178.120409,267.376993,175.316832,280.360680,176.591185,191.766107,176.081444,147.214238
179.139892,232.244662,179.139892,269.668232,178.120409,282.651919,179.649633,195.075674,179.904504,157.142940
181.688598,239.882125,181.943469,270.686560,180.414245,288.507308,182.453210,200.931063,181.688598,164.780404
185.001916,243.700857,183.727563,273.486963,183.727563,291.307711,184.747046,206.022705,183.982434,175.218270
186.021399,248.283335,187.550622,278.324023,185.511657,297.672264,186.786011,216.205989,186.786011,181.073658
189.844458,252.102066,189.334717,278.578605,188.060364,302.254741,189.844458,220.788467,189.589587,191.002361
191.628553,255.157052,191.883423,285.706904,190.609070,308.364712,191.373682,229.698841,192.138294,197.876078
194.432129,257.957455,194.432129,284.179412,193.922388,314.220101,195.196741,235.554229,194.177259,207.041033
196.980836,259.994112,197.235706,292.326039,195.961353,319.820907,197.745448,241.409618,197.745448,213.405586
199.274671,265.085754,199.529542,292.326039,198.764930,327.203788,199.784413,249.556245,199.274671,222.315960
202.333119,266.104082,201.823378,300.218085,200.803895,328.985863,201.823378,253.374977,202.587990,229.698841
204.626955,271.195724,205.136696,302.509324,203.607472,335.604998,205.136696,258.212037,204.372084,237.081722
207.430532,270.941142,206.411049,308.619294,206.156178,335.859580,207.175661,260.757858,207.685402,245.482932
209.214626,276.287367,209.724367,312.692608,207.940273,340.951222,209.724367,265.594918,209.214626,252.865813
212.782815,276.796531,212.273074,318.038832,211.253591,342.733297,213.037685,270.177396,212.527944,258.721201
214.566909,282.397337,214.821780,326.949206,214.057168,346.552028,214.312039,274.250710,214.312039,266.104082
